族群,細產業,檔名,細產業代碼,成分股數,來源網址
水資源,海水淡化,水資源_海水淡化.csv,C025981,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C025981
水資源,污水處理,水資源_污水處理.csv,C025982,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C025982
水資源,水資源設備／耗材,水資源_水資源設備／耗材.csv,C025983,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C025983
其他公用事業,駕訓班,其他公用事業_駕訓班.csv,C025960,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C025960
其他公用事業,加油站,其他公用事業_加油站.csv,C099100,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099100
其他公用事業,其他公用事業,其他公用事業_其他公用事業.csv,C099370,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099370
其他公用事業,停車場,其他公用事業_停車場.csv,C099371,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099371
其他公用事業,交通號誌,其他公用事業_交通號誌.csv,C099372,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099372
控股公司,控股公司,控股公司_控股公司.csv,C098020,26,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C098020
醫藥產業,醫藥產業,醫藥產業_醫藥產業.csv,C017000,65,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017000
醫藥產業,西藥製劑,醫藥產業_西藥製劑.csv,C017011,30,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017011
醫藥產業,中藥製劑,醫藥產業_中藥製劑.csv,C017012,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017012
醫藥產業,原料藥,醫藥產業_原料藥.csv,C017013,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017013
醫藥產業,新藥研發,醫藥產業_新藥研發.csv,C017014,36,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017014
醫藥產業,植物新藥,醫藥產業_植物新藥.csv,C017015,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017015
醫藥產業,生物製劑,醫藥產業_生物製劑.csv,C017016,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017016
醫藥產業,維生素,醫藥產業_維生素.csv,C017017,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017017
醫藥產業,醫藥研發外包服務,醫藥產業_醫藥研發外包服務.csv,C017023,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017023
醫藥產業,學名藥,醫藥產業_學名藥.csv,C017024,24,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017024
醫藥產業,專利藥,醫藥產業_專利藥.csv,C017025,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017025
醫藥產業,動物用藥,醫藥產業_動物用藥.csv,C017105,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017105
醫藥產業,細胞治療,醫藥產業_細胞治療.csv,C017143,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017143
生物科技,生物科技,生物科技_生物科技.csv,C017010,46,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017010
生物科技,生技特用化學品,生物科技_生技特用化學品.csv,C017018,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017018
生物科技,農業生技,生物科技_農業生技.csv,C017019,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017019
生物科技,環保生技,生物科技_環保生技.csv,C017020,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017020
生物科技,生技服務,生物科技_生技服務.csv,C017021,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017021
生物科技,植物工廠,生物科技_植物工廠.csv,C017022,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017022
生物科技,食品生技,生物科技_食品生技.csv,C017108,31,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017108
智慧醫療技術,智慧醫療技術,智慧醫療技術_智慧醫療技術.csv,C017107,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017107
醫藥流通,醫療器材通路,醫藥流通_醫療器材通路.csv,C017100,19,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017100
醫藥流通,醫藥流通,醫藥流通_醫藥流通.csv,C017116,27,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017116
醫藥流通,藥品通路,醫藥流通_藥品通路.csv,C017144,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017144
體外診斷用醫材,血糖儀,體外診斷用醫材_血糖儀.csv,C017111,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017111
體外診斷用醫材,體外診斷用醫材,體外診斷用醫材_體外診斷用醫材.csv,C017118,23,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017118
體外診斷用醫材,檢驗試劑／紙,體外診斷用醫材_檢驗試劑／紙.csv,C017119,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017119
體外診斷用醫材,IVD檢驗儀器設備,體外診斷用醫材_IVD檢驗儀器設備.csv,C017121,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017121
診斷與監測用醫材,生命科學工具,診斷與監測用醫材_生命科學工具.csv,C017106,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017106
診斷與監測用醫材,血壓計,診斷與監測用醫材_血壓計.csv,C017110,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017110
診斷與監測用醫材,體溫計,診斷與監測用醫材_體溫計.csv,C017112,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017112
診斷與監測用醫材,診斷與監測用醫材,診斷與監測用醫材_診斷與監測用醫材.csv,C017122,18,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017122
診斷與監測用醫材,生理監測裝置,診斷與監測用醫材_生理監測裝置.csv,C017123,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017123
診斷與監測用醫材,生理檢測器材,診斷與監測用醫材_生理檢測器材.csv,C017124,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017124
診斷與監測用醫材,醫學影像裝置,診斷與監測用醫材_醫學影像裝置.csv,C017125,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017125
手術與治療用醫材,洗腎器具,手術與治療用醫材_洗腎器具.csv,C017114,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017114
手術與治療用醫材,手術與治療用醫材,手術與治療用醫材_手術與治療用醫材.csv,C017126,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017126
手術與治療用醫材,物理治療器具,手術與治療用醫材_物理治療器具.csv,C017127,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017127
手術與治療用醫材,呼吸與麻醉用器具,手術與治療用醫材_呼吸與麻醉用器具.csv,C017128,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017128
手術與治療用醫材,放射治療設備,手術與治療用醫材_放射治療設備.csv,C017129,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017129
手術與治療用醫材,動力手術器具,手術與治療用醫材_動力手術器具.csv,C017131,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017131
手術與治療用醫材,其他手術器械,手術與治療用醫材_其他手術器械.csv,C017132,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017132
輔助與彌補用醫材,電動代步車,輔助與彌補用醫材_電動代步車.csv,C017101,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017101
輔助與彌補用醫材,福祉輔助設備,輔助與彌補用醫材_福祉輔助設備.csv,C017104,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017104
輔助與彌補用醫材,隱形眼鏡,輔助與彌補用醫材_隱形眼鏡.csv,C017113,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017113
輔助與彌補用醫材,醫用植入材料,輔助與彌補用醫材_醫用植入材料.csv,C017115,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017115
輔助與彌補用醫材,輔助與彌補用醫材,輔助與彌補用醫材_輔助與彌補用醫材.csv,C017133,19,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017133
輔助與彌補用醫材,人造關節,輔助與彌補用醫材_人造關節.csv,C017134,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017134
輔助與彌補用醫材,牙科植入器材,輔助與彌補用醫材_牙科植入器材.csv,C017135,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017135
輔助與彌補用醫材,骨科類器材,輔助與彌補用醫材_骨科類器材.csv,C017136,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017136
其他醫療器材,醫療耗材,其他醫療器材_醫療耗材.csv,C017109,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017109
其他醫療器材,其他醫療器材,其他醫療器材_其他醫療器材.csv,C017137,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017137
其他醫療器材,個人保護用器材,其他醫療器材_個人保護用器材.csv,C017138,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017138
其他醫療器材,醫用家具,其他醫療器材_醫用家具.csv,C017139,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017139
醫療管理服務,醫療服務,醫療管理服務_醫療服務.csv,C017103,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017103
醫療管理服務,醫療管理服務,醫療管理服務_醫療管理服務.csv,C017141,13,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017141
醫療管理服務,醫療檢驗服務,醫療管理服務_醫療檢驗服務.csv,C017142,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017142
農林漁牧,農林漁牧,農林漁牧_農林漁牧.csv,C011020,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011020
農林漁牧,農產品種植,農林漁牧_農產品種植.csv,C011021,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011021
農林漁牧,林業,農林漁牧_林業.csv,C011022,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011022
農林漁牧,漁業,農林漁牧_漁業.csv,C011023,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011023
農林漁牧,食用菌種植,農林漁牧_食用菌種植.csv,C011024,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011024
農林漁牧,種子生產,農林漁牧_種子生產.csv,C011026,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011026
農林漁牧,水產養殖,農林漁牧_水產養殖.csv,C011028,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011028
農林漁牧,畜牧業,農林漁牧_畜牧業.csv,C011029,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011029
農林漁牧,蛋業,農林漁牧_蛋業.csv,C011120,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011120
農林漁牧,家畜／家禽,農林漁牧_家畜／家禽.csv,C012018,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012018
農林漁牧,飼料,農林漁牧_飼料.csv,C012023,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C012023
礦石開採,礦石開採,礦石開採_礦石開採.csv,C011027,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C011027
礦石開採,礦產採掘服務,礦石開採_礦產採掘服務.csv,C099355,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099355
航天軍工,航天軍工,航天軍工_航天軍工.csv,C099340,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099340
航天軍工,衛星相關,航天軍工_衛星相關.csv,C099341,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099341
航天軍工,航空器、飛機,航天軍工_航空器、飛機.csv,C099342,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099342
航天軍工,航天機械零組件,航天軍工_航天機械零組件.csv,C099343,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099343
航天軍工,航天通訊零組件,航天軍工_航天通訊零組件.csv,C099344,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099344
航天軍工,軍火工業,航天軍工_軍火工業.csv,C099345,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099345
無人機,無人機,無人機_無人機.csv,C099346,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099346
無人機,商用無人機,無人機_商用無人機.csv,C099347,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099347
無人機,軍用無人機,無人機_軍用無人機.csv,C099348,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099348
石油及天然氣,石油開採,石油及天然氣_石油開採.csv,C013001,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013001
石油及天然氣,煉油,石油及天然氣_煉油.csv,C013002,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013002
石油及天然氣,頁岩油／氣,石油及天然氣_頁岩油／氣.csv,C013003,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013003
石油及天然氣,燃氣儲運／分銷,石油及天然氣_燃氣儲運／分銷.csv,C013191,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013191
石油及天然氣,石油及天然氣,石油及天然氣_石油及天然氣.csv,C013980,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C013980
石油及天然氣,天然氣,石油及天然氣_天然氣.csv,C099070,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099070
石油及天然氣,油品儲運／分銷,石油及天然氣_油品儲運／分銷.csv,C099110,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099110
石油及天然氣,油氣採掘設備與工程,石油及天然氣_油氣採掘設備與工程.csv,C099351,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099351
石油及天然氣,油氣採掘服務,石油及天然氣_油氣採掘服務.csv,C099354,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099354
電力,電力,電力_電力.csv,C099360,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099360
電力,火力發電,電力_火力發電.csv,C099361,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099361
電力,汽電共生,電力_汽電共生.csv,C099362,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099362
電力,地熱發電,電力_地熱發電.csv,C099363,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099363
電力,水力發電,電力_水力發電.csv,C099364,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099364
電力,風力發電,電力_風力發電.csv,C099365,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099365
電力,核能發電,電力_核能發電.csv,C099366,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099366
電力,供熱,電力_供熱.csv,C099367,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099367
電力,太陽能發電,電力_太陽能發電.csv,C099368,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099368
電力,發電設備與零組件,電力_發電設備與零組件.csv,C099369,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099369
電力,垃圾發電,電力_垃圾發電.csv,C099373,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099373
煤,煤,煤_煤.csv,C099410,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099410
煤,煤炭採選設備,煤_煤炭採選設備.csv,C099411,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099411
傳播事業,傳播事業,傳播事業_傳播事業.csv,C099090,16,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099090
傳播事業,無線電視,傳播事業_無線電視.csv,C099091,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099091
傳播事業,出版業,傳播事業_出版業.csv,C099092,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099092
傳播事業,平面媒體,傳播事業_平面媒體.csv,C099094,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099094
傳播事業,廣告,傳播事業_廣告.csv,C099095,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099095
傳播事業,影音娛樂,傳播事業_影音娛樂.csv,C099096,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099096
傳播事業,有線電視,傳播事業_有線電視.csv,C099097,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099097
傳播事業,演出經紀,傳播事業_演出經紀.csv,C099401,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099401
傳播事業,行銷,傳播事業_行銷.csv,C099402,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099402
傳播事業,公關,傳播事業_公關.csv,C099403,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099403
文化創意產業,文化創意產業,文化創意產業_文化創意產業.csv,C099400,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099400
綜合,綜合,綜合_綜合.csv,C098010,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C098010
傳產其他,耐火材料,傳產其他_耐火材料.csv,C018015,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018015
傳產其他,傳產其他,傳產其他_傳產其他.csv,C099010,91,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099010
傳產其他,製鞋業,傳產其他_製鞋業.csv,C099020,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099020
傳產其他,鞋材,傳產其他_鞋材.csv,C099021,12,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099021
傳產其他,印刷業,傳產其他_印刷業.csv,C099093,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099093
傳產其他,烤肉架,傳產其他_烤肉架.csv,C099140,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099140
傳產其他,拉鍊,傳產其他_拉鍊.csv,C099190,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099190
傳產其他,手提箱,傳產其他_手提箱.csv,C099194,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099194
傳產其他,玩具,傳產其他_玩具.csv,C099200,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099200
傳產其他,底片,傳產其他_底片.csv,C099210,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099210
傳產其他,皮革製品,傳產其他_皮革製品.csv,C099230,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099230
傳產其他,嬰童用品,傳產其他_嬰童用品.csv,C099250,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099250
傳產其他,眼鏡業,傳產其他_眼鏡業.csv,C099260,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099260
傳產其他,製帽,傳產其他_製帽.csv,C099280,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099280
傳產其他,光學,傳產其他_光學.csv,C099290,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099290
傳產其他,文具,傳產其他_文具.csv,C099300,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099300
傳產其他,工藝品,傳產其他_工藝品.csv,C099310,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099310
傳產其他,金融機具,傳產其他_金融機具.csv,C099320,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099320
傳產其他,寵物用品,傳產其他_寵物用品.csv,C099331,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099331
傳產其他,樂器,傳產其他_樂器.csv,C099332,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099332
傳產其他,複合材料,傳產其他_複合材料.csv,C099333,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099333
傳產其他,回收焚化／掩埋清運,傳產其他_回收焚化／掩埋清運.csv,C099334,22,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099334
傳產其他,煙草,傳產其他_煙草.csv,C099335,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099335
傳產其他,木(竹)加工／製品,傳產其他_木(竹)加工／製品.csv,C099336,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099336
傳產其他,金屬加工／製品,傳產其他_金屬加工／製品.csv,C099337,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099337
傳產其他,工安產品,傳產其他_工安產品.csv,C099338,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099338
傳產其他,碳權相關,傳產其他_碳權相關.csv,C099395,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099395
傳產其他,碳纖維,傳產其他_碳纖維.csv,C099412,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099412
製罐業,製罐業,製罐業_製罐業.csv,C099030,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099030
製罐業,瓶蓋,製罐業_瓶蓋.csv,C099031,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099031
製罐業,馬口鐵罐,製罐業_馬口鐵罐.csv,C099032,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099032
製罐業,鋁罐,製罐業_鋁罐.csv,C099033,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099033
資產股,資產股,資產股_資產股.csv,C099060,43,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099060
運動產業,健身器材,運動產業_健身器材.csv,C017102,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017102
運動產業,運動競賽,運動產業_運動競賽.csv,C027023,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C027023
運動產業,高爾夫球桿頭,運動產業_高爾夫球桿頭.csv,C099150,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099150
運動產業,運動產業,運動產業_運動產業.csv,C099380,17,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099380
運動產業,運動服,運動產業_運動服.csv,C099381,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099381
運動產業,運動鞋,運動產業_運動鞋.csv,C099382,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099382
運動產業,運動用品,運動產業_運動用品.csv,C099383,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099383
運動產業,球具,運動產業_球具.csv,C099384,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099384
運動產業,球場,運動產業_球場.csv,C099385,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099385
服務業,保全業,服務業_保全業.csv,C099040,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099040
服務業,服務業,服務業_服務業.csv,C099390,19,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099390
服務業,消費者服務,服務業_消費者服務.csv,C099391,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099391
服務業,商業服務／顧問,服務業_商業服務／顧問.csv,C099392,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099392
服務業,教育事業,服務業_教育事業.csv,C099393,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099393
服務業,人力資源,服務業_人力資源.csv,C099394,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099394
服務業,殯葬服務,服務業_殯葬服務.csv,C099396,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099396
服務業,婚宴顧問,服務業_婚宴顧問.csv,C099397,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099397
服務業,清潔服務,服務業_清潔服務.csv,C099398,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099398
